SNo,Date,StartupName,Location,IndustryVertical,SubVertical,InvestorsName,InvestmentType,AmountInUSD,Remarks
2495,28/09/2017,Aadyah,Bangalore,Technology,Defense Tech & Aerospace startup,Keiretsu Forum,Private Equity,1000000,
2496,2017-03-10 00:00:00,ChqBook,Gurgaon,Consumer Internet,Home Loans Aggregation platform,"Startup Buddy, Apurva Chamaria,Sachin Arora, Bharat Gupta, Amit Manocha",Seed Funding,,
2497,2017-03-10 00:00:00,HomeCapital,Mumbai,Consumer Internet,Home Loan Down payment assistance program,Venture Catalysts,Seed Funding,,
2498,2017-03-10 00:00:00,Ola Cabs,Bangalore,Consumer Internet,App based cab hailing services,"Tencent, Softbank Group",Private Equity,110000000,
2499,2017-04-10 00:00:00,Elanic,Bangalore,Consumer Internet,P2P platform for Fashion sales,Digital Garage,Seed Funding,,
2500,2017-04-10 00:00:00,CollPoll,Bangalore,Consumer Internet,Education collaboration platform,Sprout Angels,Seed Funding,306000,
2501,2017-04-10 00:00:00,PhonePe,Bangalore,Consumer Internet,Digital Wallet,Flipkart,Private Equity,38700000,
2502,2017-05-10 00:00:00,Little Black Book,New Delhi,Consumer Internet,Local Recommendations and Discoveries Platform,"Blume Ventures, IDG Ventures & Indian Angel Network",Private Equity,1000000,
2503,2017-05-10 00:00:00,Oorjan,Mumbai,Technology,rooftop solar platform,Globevestor,Seed Funding,450000,
2504,2017-05-10 00:00:00,Zefo,Bangalore,ECommerce,Ecommerce Portal for Used Goods,"Sequoia India, Helion Venture Partners, Beenext",Private Equity,9200000,
2505,2017-06-10 00:00:00,Yaantra,New Delhi,ECommerce,Mobile repair and Refurbishment platform,Carpediem Capital,Private Equity,3100000,
2506,2017-06-10 00:00:00,Farm Taaza,Bangalore,Technology,Fresh Produce SCM company,"Epsilon Venture Partners, Tara India Fund IV and others",Private Equity,8000000,
2507,2017-06-10 00:00:00,Drivezy,Bangalore,Consumer Internet,Self Drive car and bike rental platform,"Das Capital, Axan Partners, Das Capital and IT Farm",Private Equity,10000000,
2508,2017-06-10 00:00:00,Slice Pay,Bangalore,Consumer Internet,Student Micro-financing platform,"Das Capital, Simile Ventures",Private Equity,2000000,
2509,2017-09-10 00:00:00,Agrowave,Gurgaon,Technology,Agriculture Supply Chain management solutions,Daffodil Software,Seed Funding,,
2510,2017-09-10 00:00:00,MyGubbi,Bangalore,eCommerce,Home Interior Designing Seller,"Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy",Private Equity,2700000,
2511,2017-09-10 00:00:00,IBSFintech,Bangalore,Technology,Treasury Risk Management Solution,Shailesh Haribhakti,Seed Funding,,
2512,2017-09-10 00:00:00,Letsservice,Bangalore,Consumer Internet,Auto Service Logistics & SAAS platform,Aequs Group,Private Equity,,
2513,2017-09-10 00:00:00,OneStepUp,New Delhi,Technology,Education Technology platform,Orient BlackSwan,Seed Funding,336000,
2514,2017-09-10 00:00:00,ThirdWatch,Gurgaon,Technology,AI-powered anti-fraud solutions,"Rahul Agarwalla, Keshav Sanghi, Batlivala & Karani Securities",Seed Funding,,
2515,2017-10-10 00:00:00,Parallel Dots,Gurgaon,Technology,AI-powered deep learning solutions,"Multipoint Capital,",Private Equity,1400000,
2516,2017-10-10 00:00:00,Easy Diner,Gurgaon,Consumer Internet,online restaurant reservation platform,Saama Capital and DSG Consumer Partners,Private Equity,4500000,
2517,2017-11-10 00:00:00,Meesho,Bangalore,ECommerce,Online Reseller Network,"SAIF Partners, YCombinator, Venture Highway",Private Equity,3100000,
2518,2017-11-10 00:00:00,StanPlus,Hyderabad,Logistics,Medical Transportation Services,KStart Capital,Private Equity,1100000,
2519,2017-12-10 00:00:00,UCLID,Hyderabad,Technology,"Education Network for Institutions, teachers & Students",Undisclosed investors,Seed Funding,235000,
2520,13/10/2017,Policy Bazaar,Gurgaon,Consumer Internet,Online insurance policy aggregator,"Wellington Management, DG Ventures India, True North",Private Equity,77000000,
2521,13/10/2017,Gapoon,Bangalore,Consumer Internet,home maintenance services platform,"Vida Ventures, Snehal Mantri, Anshu Bahadur",Seed Funding,250000,
2522,13/10/2017,Chaayos,Gurgaon,eCommerce,Online Chai ordering platform,Tiger Global Management,Private Equity,2000000,
2523,16/10/2017,KrazyBee,Bangalore,Consumer Internet,Micro-lending platform,"Xiaomi Technologies, Shunwei Capital",Private Equity,8000000,
2524,16/10/2017,Renew Buy,New Delhi,Consumer Internet,Online Insurance Aggregator,Amicus Capital,Private Equity,9200000,
2525,17/10/2017,Fingerlix,Bangalore,Consumer Internet,Food Ordering Portal,"Accel Partners, Zephyr Peacock",Private Equity,7000000,
2526,18/10/2017,Bank Bazaar,Chennai,Consumer Internet,Online Financial Marketplace,Experian,Private Equity,7000000,
2527,18/10/2017,Hasura,Chennai,Technology,App building platform,"Nexus, GREE Ventures",Private Equity,,
2528,18/10/2017,BlackBuck,Bangalore,Logistics,B2B Logistics provider,Innoven Capital,Private Equity,7700000,
2529,18/10/2017,LenDen Club,Mumbai,Consumer Internet,Online peer-to-peer lending platform,Undisclosed Investor,Seed Funding,500000,
2530,23/10/2017,Toppr,Mumbai,Consumer Internet,Mobile based learning app,"SAIF Partners, Helion Ventures, FIL Capital Management",Private Equity,7000000,
2531,23/10/2017,RAW Pressery,Mumbai,Food & Beverage,Cold pressed Juice maker,"DSG Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,6000000,
2532,23/10/2017,Cashe,Mumbai,Consumer Internet,app-only lending platform,IFMR Capital,Debt Funding,3100000,
2533,23/10/2017,Park Easy,Kolkata,Consumer Internet,Machine learning based parking discovery,Rockstart Accelerator,Seed Funding,118000,
2534,24/10/2017,TagBox,Bangalore,Technology,Cold Chain monitoring solution,"Indian Angel network, IAN Fund",Seed Funding,,
2535,24/10/2017,FYRE,Mumbai,Food & Beverage,Herbal energy shot maker,Venture Catalysts,Seed Funding,500000,
2536,24/10/2017,ZipLoan,New Delhi,Consumer Internet,SME lending platform,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,3000000,
2537,24/10/2017,Skillenza,Bangalore,Consumer Internet,Online Learning Platform,"Blume Ventures, Indian Angel Network",Seed Funding,722000,
2538,24/10/2017,Chevon,Mumbai,Food & Beverage,Frozen Meat provider,Greenfield Advisory,Private Equity,,
2539,25/10/2017,PropStory,Gurgaon,Consumer Internet,Real Estate content portal,"Abhishek Bhatewara, Vivek Shah, Haitong Securities, Suraj Saharan, Paras Arora",Seed Funding,,
2540,25/10/2017,SpotDraft,Gurgaon,Consumer Internet,Contract Automation,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed Funding,550000,
2541,26/10/2017,Big Basket,Bangalore,eCommerce,Online Grocery portal,Helion Ventures Partners,Private Equity,5000000,
2542,27/10/2017,OfBusiness,Gurgaon,Technology,B2B Finance & Fulfilment Network,Kotak Mahindra Bank,Debt Funding,3800000,
2543,27/10/2017,Olly Credit,New Delhi,Technology,Credit + payment mobile app,"Incubate Fund, Sandesh Kirkire, Anand Kumar, Yogesh Chaudhary",Seed Funding,,
2544,28/10/2017,CashFree,New Delhi,Technology,Payments Platform for Marketplaces and Fintechs,Y Combinator,Seed Funding,120000,
2545,28/10/2017,Ola Cabs,Bangalore,Consumer Internet,App based cab hailing services,ANI Technologies Pvt. Ltd,Private Equity,7700000,
2546,30/10/2017,GoldFarm,Coimbatore,Food & Beverage,Agriculture Technology,Mahindra & Mahindra and Infuse Ventures,Private Equity,2000000,
2547,31/10/2017,NetMeds,Chennai,ECommerce,Online Pharmacy,TannCam Investment & Sistema Asia Fund,Private Equity,14000000,
2548,31/10/2017,MSE,Mumbai,Finance,Equity Stock Exchange,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,32000000,
2549,2017-02-11 00:00:00,Prest Loans,New Delhi,Finance,Business & SME Loans provider,"Manish Poddar, Arun Garg, Parmeshwar Sharma",Seed Funding,570000,
2550,2017-02-11 00:00:00,AadharAPI.com,Pune,Technology,Aadhaar-based API provider,CIO Angel Network,Seed Funding,,
2551,2017-02-11 00:00:00,FreshBoxx,Bangalore,ECommerce,Online Grocery Store,Jayant Humbarwadi,Seed Funding,,
2552,2017-03-11 00:00:00,Vagupu,Bangalore,Technology,Online Tutorial Marketplace,Undisclosed Investors,Seed Funding,1000000,
2553,2017-03-11 00:00:00,HalaPlay,Mumbai,Consumer Internet,Online Fantasy Games,"Kae Capital Management, Nazara Technologies",Seed Funding,,
2554,2017-03-11 00:00:00,Kalpnik Technologies,Bangalore,Technology,VR based Spiritual platform,Venture Catalysts,Seed Funding,500000,
2555,2017-04-11 00:00:00,Hevo Data,Bangalore,Technology,Real time data analytics & reporting,IDG Ventures India,Private Equity,1000000,
2556,2017-06-11 00:00:00,Smart Karma,Bangalore,Technology,Financial Technology Research Platform,IDG Ventures India,Private Equity,,
2557,2017-06-11 00:00:00,Leverage Edu,New Delhi,ECommerce,Online platform for Higher Education Services,"Alok Mittal, Deepak Jain, Ritesh Malik, Jim Schimdktke",Seed Funding,,
2558,2017-07-11 00:00:00,Crayon Data,New Delhi,Technology,Customer Engagement Platform,Infosys co-founder Kris Gopalakrishnan,Seed Funding,,
2559,2017-07-11 00:00:00,DocTalk,Mumbai,Technology,Doctor Patient Communication platform,"Matrix Partners India, Khosla Ventures",Private Equity,5000000,
2560,2017-07-11 00:00:00,CoveIoT,Bangalore,Technology,Wearable tech and Internet of Things platform,"Titan Co Ltd, Tata Group’s watch and jewellery retailing firm",Private Equity,5000000,
2561,2017-08-11 00:00:00,TalentEdge,Bangalore,Technology,Distance Education Learning Platform,Lumis Partners,Private Equity,7600000,
2562,2017-08-11 00:00:00,Fisdom,Bangalore,Finance,Mutual Fund Investment App,Quona Capital Management,Private Equity,3000000,
2563,2017-08-11 00:00:00,FarmLink,Mumbai,eCommerce,Online platform for Agricultural products,"Pioneering Ventures, Syngenta AG",Private Equity,3000000,
2564,2017-08-11 00:00:00,OpenApp,Bangalore,Technology,IoT based Tech Startup,"Axilor Ventures, Kumar Vembu",Private Equity,3600000,
2565,2017-09-11 00:00:00,NoPaperForms,Delhi,Technology,Enrolment Management Platform,Info Edge,Seed Funding,872000,
2566,2017-09-11 00:00:00,Tilite Technologies Pvt. Ltd,Bangalore,Technology,Saas based Corporate Travel Management Solution,Matrix Partners,Seed Funding,,
2567,2017-09-11 00:00:00,Mobiliz AR,Bangalore,Technology,Augmented Reality based Tech platform,"IDG Ventures, IDFC-Parampara Fund",Private Equity,,
2568,2017-10-11 00:00:00,Qubole,Bangalore,Technology,Big Data based analytics platform,"Singtel, Innov8, Harmony Partners",Private Equity,25000000,
2569,2017-10-11 00:00:00,Happily Unmarried,Nw Delhi,ECommerce,Online Gifting platform,Wipro Consumer Care,Private Equity,,
2570,13/11/2017,Universal Sportsbiz Pvt. Ltd,Mumbai,ECommerce,Celebrity fashion accessories and merchandise,Accel Partners,PrivateEquity,15000000,
2571,14/11/2017,Hungry Foal,Gurgaon,Ecommerce,Healthy & Nutrition based snacks online platform,GAIL India Ltd,Seed Funding,,
2572,14/11/2017,Active AI,Bangalore,Technology,AI based FinTech platform,Vertex Ventures,Private Equity,8250000,
2573,15/11/2017,Sumeru,Bangalore,Technology,Banking Software License Platform,Undisclosed Investors,Seed Funding,900000,
2574,15/11/2017,ElderAid Wellness,Bangalore,Health Care,Social Healthcare Enterprise,Rugmini Menon,Angel Funding,,
2575,15/11/2017,Omnia Information,Delhi,Technology,WiFi Analytics Platform,Omidyar Network,Private Equity,3000000,
2576,15/11/2017,Josh Talks,Gurgaon,Inspiration,Storytelling platform,"Girish Mathrubootham, Apurva Chamaria, Rohit Chanana",Private Equity,,
2577,15/11/2017,Reniso,New Delhi,Technology,End-to-End property management for landlords living away,"Nishit Sharma, Alok Srivastava",Seed Funding,,
2578,17/11/2017,Kanhaiya,Hyderabad,Inspiration,Storytelling platform,Undisclosed Investors,Seed/Angel Funding,200000,
2579,17/11/2017,Perspectico,Delhi,Technology,Placement preparation and career growth training platform,"SSCBS Innovation, Incubation Foundation (SIIF)",Seed/Angel Funding,,
2580,20/11/2017,ONN Bikes,Mumbai,Technology,Self riding bike rental program,Z Nation Lab,Seed/Angel Funding,692000,
2581,21/11/2017,Rapido,Hyderabad,Technology,Bike and Taxi pooling online platform,"Skycatcher Fund, Aravind Sanka",Seed/Angel Funding,329230,
2582,21/11/2017,Heckyl,Mumbai,Technology,Big Data Analytics Platform,"Notion Capital, IDG Ventures",Private Equity,2700000,
2583,21/11/2017,Nuvepro,Mumbai,Technology,Managed Cloud Environment Solutions,1Crowd,Seed/Angel Funding,400000,
2584,21/11/2017,RedBook,Mumbai,Technology,AI based pharmacy drugs insights platform,"Vida Ventures, Dr. Aniruddha Malpani",Seed/Angel Funding,250000,
2585,21/11/2017,Portea,Bangalore,Healthcare,Healthcare facilities at doorstep,"Sabre Partners, MEMG CDC",Private Equity,26000000,
2586,21/11/2017,Credit Mate,Mumbai,Technology,Vehicle loan approval platform,Paytm,Private Equity,,
2587,21/11/2017,Epiq Capital,Mumbai,Finance,Tech based investor firm,Global Institutional Investors,Private Equity,200000000,
2588,22/11/2017,MiStay,Bangalore,Technology,Online Hotel Reservation Platform,Axilor Ventures,Seed/Angel Funding,,
2589,23/11/2017,WittyFeed,Indore,Storytelling,Viral Content and storytelling platform,Sandeep Aggarwal,Seed/Angel Funding,,
2590,24/11/2017,IDG Ventures,Bangalore,Finance,Venture Capitalist,Uniliver Ventures,Private Equity,10000000,
2591,24/11/2017,TempGo,Goa,Technology,IoT and SaaS based transportation platform,Javelin StartupO Victory Fund,Seed/Angel Funding,250000,
2592,27/11/2017,Edelweiss,Mumbai,Finance,Diversified Financial,Undisclosed investors,Private Equity,270000000,
2593,27/11/2017,ERA,Mumbai,Technology,Identity management platform,Amit Patni,Seed/Angel Funding,39000,
2594,27/11/2017,Smaaash,Mumbai,Technology,Virtual Reality based gaming platform,Sixth Sense Ventures,Private Equity,3800000,
2595,28/11/2017,Chumbak,Bangalore,Lifestyle,Designer-led consumer products,Gaja Capital,Private Equity,13000000,
2596,28/11/2017,FR8,Chennai,Technology,Online Truck aggregator platform,IFMR Capital,Debt Funding,1500000,
2597,28/11/2017,MobieFit,Goa,Healthcare,Health and fitness based mobile App,"NB Ventures, MediAssist",Seed/Angel Funding,1350000,
2598,28/11/2017,Stanza Living,Delhi,Technology,Student accommodation platform,"Matrix PArtners, Accel",Private Equity,2000000,
2599,2017-01-12 00:00:00,Strata Enviro,Mumbai,Technology,IoT based air pollution controller,Scale Minds,Private Equity,,
2600,2017-05-12 00:00:00,Dunzo,Bangalore,Technology,Daily Task Management Mobile App,Google,Private Equity,12300000,
2601,2017-05-12 00:00:00,Tata Housing,Mumbai,Real Estate,Residential Project,Hines,Private Equity,23000000,
2602,2017-05-12 00:00:00,HandyTrain,Goa,Technology,Mobile Learning Management Platform,NB Ventures,Private Equity,1000000,
2603,2017-05-12 00:00:00,Mobycy,Gurgaon,Technology,Bicycle sharing Platform,Undisclosed Investors,Seed/Angel Funding,500000,
2604,2017-06-12 00:00:00,Greenlight Planet,Mumbai,Technology,Off-grid solar products platform,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",Private Equity,60000000,
2605,2017-06-12 00:00:00,Fintobox,Chennai,Technology,Child Learning & Development Platform,Lightbox,Private Equity,7000000,
2606,2017-07-12 00:00:00,Mswipe,Mumbai,Technology,Mobile point of sale services provider,Eduardo Saverin,Private Equity,10000000,
2607,2017-07-12 00:00:00,The Label Life,Mumbai,E-Commerce,Home Decor and Online Fashion Portal,Kalpvriksh,Private Equity,3100000,
2608,2017-07-12 00:00:00,Cygnus Hospitals,Gurgaon,Healthcare,Super speciality Hospitals,Somerset Indus Capital Ventures,Seed/Angel Funding,750000,
2609,2017-07-12 00:00:00,eShakti,Chennai,Ecommerce,Women's Fashion Clothing Online Platform,IDG Ventures,Debt Funding,2300000,
2610,2017-08-12 00:00:00,Inshorts,Noida,Technology,Mobile News Curation App,Tiger Global,Private Equity,5000000,
2611,2017-11-12 00:00:00,Vahdam Tea,Delhi,E-Commerce,Online Platform Selling Indian Tea Globally,"Singapore Angel Network, Mumbai Angel",Private Equity,1500000,
2612,2017-11-12 00:00:00,Logic Roots,Mumbai,Technology,Educational Platform to Learn Mathematics,Village Capital,Seed/Angel Funding,50000,
2613,2017-11-12 00:00:00,Project Mudra,Bengaluru,Technology,Assisting Visually Impaired to learn through Braille,Village Capital,Seed/Angel Funding,50000,
2614,2017-11-12 00:00:00,Furlenco,Bengaluru,Technology,Furniture Rental Platform,Aamir Khan,Debt Funding,1200000,
2615,2017-12-12 00:00:00,I Can Stay,Delhi,Technology,Hotel Aggregator Platform,HT Media,Private Equity,1800000,
2616,2017-12-12 00:00:00,Fracktal Works,Bengaluru,Technology,Platform based on 3D printing and Digital Manufacturing,Hyderabad Angels,Seed/Angel Funding,,
2617,2017-12-12 00:00:00,Simility,Hyderabad,Technology,Adaptive Fraud Intelligence Platform,Accel Partners,Private Equity,17500000,
2618,2017-12-12 00:00:00,Shopholix,Gurgaon,E-Commerce,Fashion and Lifestyle Coupon Platform,Munesh Khanna,Seed/Angel Funding,233000,
2619,13/12/2017,MindTickle,Pune,Technology,Gamification Platform to train Sales People,Canaan Partners,Private Equity,27000000,
2620,13/12/2017,Nazara Technologies,Mumbai,Technology,Mobile Games Development Firm,Rakesh Jhunjhunwala,Private Equity,27000000,
2621,13/12/2017,DocsApp,Bengaluru,Technology,Mobile Application for Doctor Consultation,Bessemer Venture Partners,Private Equity,7200000,
2622,13/12/2017,Capita World,Mumbai,Technology,Artificial Intelligence Platform to Raise Funds,"Mohan Tanksale, Kiran Shetty, Darshak Shah, Mandar Mhatre",Private Equity,,
2623,14/12/2017,Tea Box,Bengaluru,E-Commerce,Fresh Indian Tea Selling Platform across 112 countries,RB Investments,Private Equity,7000000,
2624,14/12/2017,Transversal Technologies,Bengaluru,Technology,Hyperlocal Video Information Sharing Platform,Matrix Partners,Private Equity,6000000,
2625,14/12/2017,Curofy,Gurgaon,Technology,Mobile App for Network of Doctors,RoundGlass Partners LLC,Seed/Angel Funding,250000,
2626,14/12/2017,HomeLane,Bengaluru,E-Commerce,Online Furniture Marketplace,"Accel Partners, Sequoia Capital, RB Investments",Private Equity,10000000,
2627,14/12/2017,WeDoSky,Delhi,Technology,Provides Business Insights using Drone Imaginary,Mumbai Angels Network,Private Equity,,
