startup_name,sector,city,total_raised,total_rounds,latest_round,last_raise,months_since_raise,recency_score,momentum_score,scale_score,stage_score_norm,health_score,risk_flag
Wedosky,Technology,Delhi,0.0,1,Private Equity,2017-12-14,25.3,58.66013071895425,12.5,0.0,83.33333333333334,40.3,HIGH RISK - No raise in 24+ months
Ebikego,Last Mile Transportation,Amritsar,300000.0,1,Seed,2019-11-11,2.1,96.56862745098039,12.5,0.006974395598877401,16.666666666666664,40.3,STABLE
Square Yards,Consumer Internet,Gurgaon,28000000.0,3,Private Equity,2017-01-12,36.5,40.35947712418301,37.5,0.6509435892285574,83.33333333333334,40.3,HIGH RISK - No raise in 24+ months
Sunstone Eduversity Pvt. Ltd,Education,Gurgaon,1500000.0,1,Seed,2019-11-13,2.0,96.73202614379085,12.5,0.03487197799438701,16.666666666666664,40.3,STABLE
Simility,Technology,Hyderabad,17500000.0,1,Private Equity,2017-12-12,25.4,58.496732026143796,12.5,0.4068397432678484,83.33333333333334,40.3,HIGH RISK - No raise in 24+ months
Fintobox,Technology,Chennai,7000000.0,1,Private Equity,2017-12-06,25.6,58.169934640522875,12.5,0.16273589730713936,83.33333333333334,40.2,HIGH RISK - No raise in 24+ months
Inshorts,Technology,Noida,5000000.0,1,Private Equity,2017-12-08,25.5,58.333333333333336,12.5,0.11623992664795668,83.33333333333334,40.2,HIGH RISK - No raise in 24+ months
Loantap,Consumer Internet,Mumbai,7000000.0,2,Private Equity,2017-06-23,31.1,49.18300653594771,25.0,0.16273589730713936,83.33333333333334,40.2,HIGH RISK - No raise in 24+ months
The Label Life,E-Commerce,Mumbai,3100000.0,1,Private Equity,2017-12-07,25.6,58.169934640522875,12.5,0.07206875452173314,83.33333333333334,40.2,HIGH RISK - No raise in 24+ months
Unbxd,Technology,Bengaluru,12500000.0,2,Private Equity,2017-06-19,31.3,48.856209150326805,25.0,0.29059981661989176,83.33333333333334,40.1,HIGH RISK - No raise in 24+ months
Shopkirana,B2B,Indore,2000000.0,3,Seed,2018-12-06,13.4,78.10457516339869,37.5,0.04649597065918268,16.666666666666664,40.1,STABLE
Julia Computing,Technology,Bengaluru,5200000.0,2,Private Equity,2017-06-22,31.2,49.01960784313726,25.0,0.12088952371387496,83.33333333333334,40.1,HIGH RISK - No raise in 24+ months
Homelane,Consumer Internet,Bengaluru,67950000.0,4,Other,2018-06-14,19.3,68.4640522875817,50.0,1.5797006031457315,16.666666666666664,40.1,MEDIUM RISK - No raise in 18+ months
Oneassist,Consumer Internet,Mumbai,7500000.0,2,Private Equity,2017-06-21,31.2,49.01960784313726,25.0,0.17435988997193502,83.33333333333334,40.1,HIGH RISK - No raise in 24+ months
Darwinbox,Technology,Hyderabad,4000000.0,2,Private Equity,2017-06-19,31.3,48.856209150326805,25.0,0.09299194131836536,83.33333333333334,40.0,HIGH RISK - No raise in 24+ months
Strata Enviro,Technology,Mumbai,0.0,1,Private Equity,2017-12-01,25.8,57.84313725490196,12.5,0.0,83.33333333333334,40.0,HIGH RISK - No raise in 24+ months
Stanza Living,Technology,Delhi,2000000.0,1,Private Equity,2017-11-28,25.9,57.67973856209151,12.5,0.04649597065918268,83.33333333333334,40.0,HIGH RISK - No raise in 24+ months
Idg Ventures,Finance,Bengaluru,10000000.0,1,Private Equity,2017-11-24,26.0,57.51633986928105,12.5,0.23247985329591336,83.33333333333334,40.0,HIGH RISK - No raise in 24+ months
Ola Electric,Transport,Bengaluru,0.0,1,Series A,2019-05-06,8.4,86.27450980392157,12.5,0.0,33.33333333333333,40.0,STABLE
Portea,Healthcare,Bengaluru,26000000.0,1,Private Equity,2017-11-21,26.1,57.35294117647059,12.5,0.6044476185693748,83.33333333333334,40.0,HIGH RISK - No raise in 24+ months
Credit Mate,Technology,Mumbai,0.0,1,Private Equity,2017-11-21,26.1,57.35294117647059,12.5,0.0,83.33333333333334,39.9,HIGH RISK - No raise in 24+ months
Heckyl,Technology,Mumbai,2700000.0,1,Private Equity,2017-11-21,26.1,57.35294117647059,12.5,0.06276956038989662,83.33333333333334,39.9,HIGH RISK - No raise in 24+ months
Josh Talks,Inspiration,Gurgaon,0.0,1,Private Equity,2017-11-15,26.3,57.02614379084967,12.5,0.0,83.33333333333334,39.8,HIGH RISK - No raise in 24+ months
Ftcash,Consumer Internet,Mumbai,150000.0,2,Private Equity,2017-06-06,31.7,48.20261437908498,25.0,0.0034871977994387006,83.33333333333334,39.8,HIGH RISK - No raise in 24+ months
Gyandhan,Consumer Internet,Delhi,0.0,2,Private Equity,2017-06-06,31.7,48.20261437908498,25.0,0.0,83.33333333333334,39.8,HIGH RISK - No raise in 24+ months
Styledotme,E-commerce,Delhi,37000.0,2,Other,2019-05-05,8.4,86.27450980392157,25.0,0.0008601754571948794,16.666666666666664,39.8,WEAK
Omnia Information,Technology,Delhi,3000000.0,1,Private Equity,2017-11-15,26.3,57.02614379084967,12.5,0.06974395598877402,83.33333333333334,39.8,HIGH RISK - No raise in 24+ months
Active Ai,Technology,Bengaluru,8250000.0,1,Private Equity,2017-11-14,26.3,57.02614379084967,12.5,0.19179587896912853,83.33333333333334,39.8,HIGH RISK - No raise in 24+ months
My Healthcare,E-commerce,Bengaluru and Gurugram,3000000.0,1,Series A,2019-04-19,9.0,85.29411764705883,12.5,0.06974395598877402,33.33333333333333,39.7,WEAK
Openapp,Technology,Bengaluru,3600000.0,1,Private Equity,2017-11-08,26.5,56.69934640522876,12.5,0.08369274718652882,83.33333333333334,39.7,HIGH RISK - No raise in 24+ months
Talentedge,Technology,Bengaluru,7600000.0,1,Private Equity,2017-11-08,26.5,56.69934640522876,12.5,0.17668468850489416,83.33333333333334,39.7,HIGH RISK - No raise in 24+ months
Farmlink,eCommerce,Mumbai,3000000.0,1,Private Equity,2017-11-08,26.5,56.69934640522876,12.5,0.06974395598877402,83.33333333333334,39.7,HIGH RISK - No raise in 24+ months
Doctalk,Technology,Mumbai,5000000.0,1,Private Equity,2017-11-07,26.6,56.5359477124183,12.5,0.11623992664795668,83.33333333333334,39.6,HIGH RISK - No raise in 24+ months
Coveiot,Technology,Bengaluru,5000000.0,1,Private Equity,2017-11-07,26.6,56.5359477124183,12.5,0.11623992664795668,83.33333333333334,39.6,HIGH RISK - No raise in 24+ months
Driveu,Transport,Bengaluru,4000000.0,3,Other,2018-11-13,14.2,76.79738562091504,37.5,0.09299194131836536,16.666666666666664,39.6,WEAK
Happily Unmarried,ECommerce,Nw Delhi,0.0,1,Private Equity,2017-11-10,26.5,56.69934640522876,12.5,0.0,83.33333333333334,39.6,HIGH RISK - No raise in 24+ months
Smart Karma,Technology,Bengaluru,0.0,1,Private Equity,2017-11-06,26.6,56.5359477124183,12.5,0.0,83.33333333333334,39.6,HIGH RISK - No raise in 24+ months
Mobiliz Ar,Technology,Bengaluru,0.0,1,Private Equity,2017-11-09,26.5,56.69934640522876,12.5,0.0,83.33333333333334,39.6,HIGH RISK - No raise in 24+ months
Mse,Finance,Mumbai,32000000.0,1,Private Equity,2017-10-31,26.8,56.209150326797385,12.5,0.7439355305469229,83.33333333333334,39.6,HIGH RISK - No raise in 24+ months
Zoctr,Healthcare,Mumbai,1000000.0,4,Other,2018-06-05,19.6,67.97385620915033,50.0,0.02324798532959134,16.666666666666664,39.6,MEDIUM RISK - No raise in 18+ months
Hevo Data,Technology,Bengaluru,1000000.0,1,Private Equity,2017-11-04,26.7,56.372549019607845,12.5,0.02324798532959134,83.33333333333334,39.5,HIGH RISK - No raise in 24+ months
Policy Bazaar,Consumer Internet,Gurgaon,77000000.0,1,Private Equity,2017-10-13,27.4,55.22875816993464,12.5,1.7900948703785329,83.33333333333334,39.5,HIGH RISK - No raise in 24+ months
Goldfarm,Food & Beverage,Coimbatore,2000000.0,1,Private Equity,2017-10-30,26.8,56.209150326797385,12.5,0.04649597065918268,83.33333333333334,39.5,HIGH RISK - No raise in 24+ months
Chevon,Food & Beverage,Mumbai,0.0,1,Private Equity,2017-10-24,27.0,55.88235294117647,12.5,0.0,83.33333333333334,39.4,HIGH RISK - No raise in 24+ months
Big Basket,eCommerce,Bengaluru,5000000.0,1,Private Equity,2017-10-26,27.0,55.88235294117647,12.5,0.11623992664795668,83.33333333333334,39.4,HIGH RISK - No raise in 24+ months
Craftsvilla,E-commerce,Mumbai,36443495.0,2,Other,2019-04-10,9.3,84.80392156862744,25.0,0.8472378371190352,16.666666666666664,39.4,WEAK
Bank Bazaar,Consumer Internet,Chennai,7000000.0,1,Private Equity,2017-10-18,27.2,55.55555555555556,12.5,0.16273589730713936,83.33333333333334,39.3,HIGH RISK - No raise in 24+ months
Vidooly,Consumer Internet,Noida,2400000.0,2,Private Equity,2017-05-10,32.6,46.73202614379085,25.0,0.05579516479101921,83.33333333333334,39.3,HIGH RISK - No raise in 24+ months
Faasos,Food & Beverage,Pune,36300000.0,2,Private Equity,2017-04-24,33.1,45.915032679738566,25.0,0.8439018674641656,83.33333333333334,39.2,HIGH RISK - No raise in 24+ months
Renew Buy,Consumer Internet,Delhi,9200000.0,1,Private Equity,2017-10-16,27.3,55.392156862745104,12.5,0.2138814650322403,83.33333333333334,39.2,HIGH RISK - No raise in 24+ months
Ola,Consumer Internet,Bengaluru,1354873000.0,4,Seed,2017-06-14,31.4,48.692810457516345,50.0,31.498067627459402,16.666666666666664,39.2,HIGH RISK - No raise in 24+ months
Hasura,Technology,Chennai,0.0,1,Private Equity,2017-10-18,27.2,55.55555555555556,12.5,0.0,83.33333333333334,39.2,HIGH RISK - No raise in 24+ months
Koovs,eCommerce,Delhi,23300000.0,3,Private Equity,2016-11-17,38.4,37.254901960784316,37.5,0.5416780581794782,83.33333333333334,39.2,HIGH RISK - No raise in 24+ months
Drivezy,Consumer Internet,Bengaluru,10000000.0,1,Private Equity,2017-10-06,27.6,54.90196078431372,12.5,0.23247985329591336,83.33333333333334,39.1,HIGH RISK - No raise in 24+ months
Easy Diner,Consumer Internet,Gurgaon,4500000.0,1,Private Equity,2017-10-10,27.5,55.06535947712419,12.5,0.10461593398316102,83.33333333333334,39.1,HIGH RISK - No raise in 24+ months
Parallel Dots,Technology,Gurgaon,1400000.0,1,Private Equity,2017-10-10,27.5,55.06535947712419,12.5,0.03254717946142787,83.33333333333334,39.1,HIGH RISK - No raise in 24+ months
Flytxt,Technology,Mumbai,22000000.0,2,Private Equity,2017-04-26,33.1,45.915032679738566,25.0,0.5114556772510094,83.33333333333334,39.1,HIGH RISK - No raise in 24+ months
Letsservice,Consumer Internet,Bengaluru,0.0,1,Private Equity,2017-10-09,27.5,55.06535947712419,12.5,0.0,83.33333333333334,39.1,HIGH RISK - No raise in 24+ months
Stanplus,Logistics,Hyderabad,1100000.0,1,Private Equity,2017-10-11,27.5,55.06535947712419,12.5,0.025572783862550474,83.33333333333334,39.1,HIGH RISK - No raise in 24+ months
3Rdflix,SaaS,Hyderabad,5000000.0,1,Pre-Series A,2019-09-04,4.4,92.81045751633987,12.5,0.11623992664795668,16.666666666666664,39.0,WEAK
Alteria Capital,Finance,Mumbai,140000000.0,1,Other,2019-08-01,5.5,91.01307189542484,12.5,3.254717946142787,16.666666666666664,39.0,WEAK
Yaantra,ECommerce,Delhi,3100000.0,1,Private Equity,2017-10-06,27.6,54.90196078431372,12.5,0.07206875452173314,83.33333333333334,39.0,HIGH RISK - No raise in 24+ months
Fpl Technologies,FinTech,Pune,4500000.0,1,Other,2019-09-05,4.3,92.97385620915033,12.5,0.10461593398316102,16.666666666666664,39.0,WEAK
Digital F5,"Advertising, Marketing",Mumbai,6000000.0,1,Other,2019-09-04,4.4,92.81045751633987,12.5,0.13948791197754803,16.666666666666664,39.0,WEAK
Farm Taaza,Technology,Bengaluru,8000000.0,1,Private Equity,2017-10-06,27.6,54.90196078431372,12.5,0.1859838826367307,83.33333333333334,39.0,HIGH RISK - No raise in 24+ months
Qriyo,Consumer Internet,Jaipur,160000.0,2,Private Equity,2017-04-29,33.0,46.07843137254902,25.0,0.003719677652734614,83.33333333333334,39.0,HIGH RISK - No raise in 24+ months
Innov8,Real Estate,Delhi,4000000.0,3,Pre-Series A,2018-10-11,15.3,75.0,37.5,0.09299194131836536,16.666666666666664,39.0,WEAK
Slice Pay,Consumer Internet,Bengaluru,2000000.0,1,Private Equity,2017-10-06,27.6,54.90196078431372,12.5,0.04649597065918268,83.33333333333334,39.0,HIGH RISK - No raise in 24+ months
Myelin Foundry,Information Technology,Bengaluru,1000000.0,1,Seed,2019-09-04,4.4,92.81045751633987,12.5,0.02324798532959134,16.666666666666664,38.9,WEAK
High Radius,Technology,Hyderabad,50000000.0,1,Private Equity,2017-09-19,28.2,53.92156862745098,12.5,1.162399266479567,83.33333333333334,38.9,HIGH RISK - No raise in 24+ months
Justride,Consumer Internet,Mumbai,5400000.0,3,Private Equity,2016-11-07,38.7,36.76470588235294,37.5,0.12553912077979323,83.33333333333334,38.9,HIGH RISK - No raise in 24+ months
Squadrun,Technology,Noida,2100000.0,2,Private Equity,2017-04-12,33.5,45.26143790849674,25.0,0.04882076919214181,83.33333333333334,38.8,HIGH RISK - No raise in 24+ months
Aadyah,Technology,Bengaluru,1000000.0,1,Private Equity,2017-09-28,27.9,54.41176470588236,12.5,0.02324798532959134,83.33333333333334,38.8,HIGH RISK - No raise in 24+ months
Clovia,eCommerce,Delhi,9000000.0,2,Private Equity,2017-04-12,33.5,45.26143790849674,25.0,0.20923186796632204,83.33333333333334,38.8,HIGH RISK - No raise in 24+ months
Credifiable,Consumer Internet,Bengaluru,0.0,1,Private Equity,2017-09-26,28.0,54.248366013071895,12.5,0.0,83.33333333333334,38.8,HIGH RISK - No raise in 24+ months
Transerve,Technology,Mumbai,1600000.0,1,Private Equity,2017-09-27,27.9,54.41176470588236,12.5,0.03719677652734614,83.33333333333334,38.8,HIGH RISK - No raise in 24+ months
Credihealth,Consumer Internet,Gurgaon,1500000.0,2,Private Equity,2017-04-17,33.4,45.42483660130719,25.0,0.03487197799438701,83.33333333333334,38.8,HIGH RISK - No raise in 24+ months
Indwealth,FinTech,Gurgaon,15000000.0,1,Other,2019-08-22,4.8,92.15686274509804,12.5,0.34871977994387005,16.666666666666664,38.8,WEAK
Medwell Ventures,Healthcare,Bengaluru,31000000.0,2,Private Equity,2017-04-06,33.7,44.93464052287581,25.0,0.7206875452173315,83.33333333333334,38.8,HIGH RISK - No raise in 24+ months
Synup,Technology,Bengaluru,6000000.0,1,Private Equity,2017-09-25,28.0,54.248366013071895,12.5,0.13948791197754803,83.33333333333334,38.8,HIGH RISK - No raise in 24+ months
The Moms Co,eCommerce,Gurgaon,1000000.0,1,Private Equity,2017-09-18,28.2,53.92156862745098,12.5,0.02324798532959134,83.33333333333334,38.7,HIGH RISK - No raise in 24+ months
Homergize,eCommerce,Bengaluru,1000000.0,1,Private Equity,2017-09-21,28.1,54.08496732026144,12.5,0.02324798532959134,83.33333333333334,38.7,HIGH RISK - No raise in 24+ months
Admitkard,EdTech,Noida,1000000.0,1,Other,2019-08-23,4.8,92.15686274509804,12.5,0.02324798532959134,16.666666666666664,38.7,WEAK
Mech Mocha,Consumer Internet,Bengaluru,6000000.0,2,Private Equity,2017-04-06,33.7,44.93464052287581,25.0,0.13948791197754803,83.33333333333334,38.7,HIGH RISK - No raise in 24+ months
Lo! Foods,Consumer Goods,Bengaluru,500000.0,1,Other,2019-08-23,4.8,92.15686274509804,12.5,0.01162399266479567,16.666666666666664,38.7,WEAK
Sharechat,Technology,Bengaluru,330129000.0,3,Series A,2018-01-18,24.2,60.45751633986928,37.5,7.674834148872659,33.33333333333333,38.7,HIGH RISK - No raise in 24+ months
Savebc,Finance,Gaya,6000000.0,1,Private Equity,2017-09-21,28.1,54.08496732026144,12.5,0.13948791197754803,83.33333333333334,38.7,HIGH RISK - No raise in 24+ months
Gaming Monk,Consumer Internet,Delhi,0.0,1,Private Equity,2017-09-21,28.1,54.08496732026144,12.5,0.0,83.33333333333334,38.7,HIGH RISK - No raise in 24+ months
"""Byju\\'S""",EdTech,Bengaluru,150000000.0,1,Other,2019-07-10,6.2,89.86928104575163,12.5,3.4871977994387007,16.666666666666664,38.6,WEAK
Whatfix,Technology,Bengaluru,4590000.0,2,Private Equity,2017-04-04,33.8,44.771241830065364,25.0,0.10670825266282423,83.33333333333334,38.6,HIGH RISK - No raise in 24+ months
Tonbo Imaging,Technology,Bengaluru,17000000.0,1,Private Equity,2017-09-12,28.4,53.59477124183007,12.5,0.3952157506030528,83.33333333333334,38.6,HIGH RISK - No raise in 24+ months
Testbook,Consumer Internet,Mumbai,0.0,2,Private Equity,2017-04-03,33.8,44.771241830065364,25.0,0.0,83.33333333333334,38.6,HIGH RISK - No raise in 24+ months
Call Health,Consumer Internet,Hyderabad,6200000.0,1,Private Equity,2017-09-11,28.5,53.43137254901961,12.5,0.14413750904346628,83.33333333333334,38.5,HIGH RISK - No raise in 24+ months
Wigzo,Technology,Delhi,500000.0,2,Private Equity,2017-03-28,34.0,44.44444444444444,25.0,0.01162399266479567,83.33333333333334,38.5,HIGH RISK - No raise in 24+ months
Cartrade,Consumer Internet,Mumbai,200000000.0,2,Private Equity,2017-02-08,35.6,41.83006535947712,25.0,4.649597065918268,83.33333333333334,38.5,HIGH RISK - No raise in 24+ months
Dhruva,Technology,Pune,80000000.0,1,Private Equity,2017-08-23,29.1,52.450980392156865,12.5,1.859838826367307,83.33333333333334,38.5,HIGH RISK - No raise in 24+ months
Oncostem,Healthcare,Bengaluru,6000000.0,1,Private Equity,2017-09-06,28.6,53.26797385620915,12.5,0.13948791197754803,83.33333333333334,38.5,HIGH RISK - No raise in 24+ months
Xprep,Consumer Internet,Delhi,0.0,1,Private Equity,2017-09-14,28.4,53.59477124183007,12.5,0.0,83.33333333333334,38.5,HIGH RISK - No raise in 24+ months
Credit Vidya,Consumer Internet,Mumbai,5000000.0,1,Private Equity,2017-09-07,28.6,53.26797385620915,12.5,0.11623992664795668,83.33333333333334,38.5,HIGH RISK - No raise in 24+ months
Pine Labs,Information Technology,Noida,38080000.0,1,Other,2019-08-01,5.5,91.01307189542484,12.5,0.8852832813508382,16.666666666666664,38.5,WEAK
Gofro,Consumer Internet,Delhi,10000000.0,1,Private Equity,2017-09-06,28.6,53.26797385620915,12.5,0.23247985329591336,83.33333333333334,38.5,HIGH RISK - No raise in 24+ months
Rooter,Consumer Internet,Delhi,0.0,2,Private Equity,2017-03-31,33.9,44.60784313725491,25.0,0.0,83.33333333333334,38.5,HIGH RISK - No raise in 24+ months
Lending Kart,Consumer Internet,Ahmedabad,10750000.0,1,Private Equity,2017-09-06,28.6,53.26797385620915,12.5,0.24991584229310687,83.33333333333334,38.5,HIGH RISK - No raise in 24+ months
Ixigo,Consumer Internet,Gurgaon,15000000.0,2,Private Equity,2017-03-23,34.2,44.11764705882353,25.0,0.34871977994387005,83.33333333333334,38.4,HIGH RISK - No raise in 24+ months
Fynd,Consumer Internet,Mumbai,3400000.0,4,Other,2018-03-29,21.8,64.37908496732027,50.0,0.07904315012061054,16.666666666666664,38.4,MEDIUM RISK - No raise in 18+ months
Seniority,eCommerce,Pune,1000000.0,1,Private Equity,2017-09-07,28.6,53.26797385620915,12.5,0.02324798532959134,83.33333333333334,38.4,HIGH RISK - No raise in 24+ months
Nanoclean Global,Nanotechnology,Delhi,600000.0,1,Series A,2019-02-13,11.1,81.86274509803921,12.5,0.013948791197754802,33.33333333333333,38.4,WEAK
Myglamm,Consumer Internet,Mumbai,11300000.0,2,Private Equity,2017-03-21,34.3,43.95424836601308,25.0,0.2627022342243821,83.33333333333334,38.4,HIGH RISK - No raise in 24+ months
Quikr,Consumer Internet,Mumbai,230000000.0,3,Private Equity,2016-08-19,41.4,32.352941176470594,37.5,5.347036625806008,83.33333333333334,38.4,HIGH RISK - No raise in 24+ months
Tails Life,Consumer Internet,Bengaluru,0.0,1,Private Equity,2017-09-07,28.6,53.26797385620915,12.5,0.0,83.33333333333334,38.4,HIGH RISK - No raise in 24+ months
Primaryio,Technology,Pune,5600000.0,1,Private Equity,2017-09-04,28.7,53.1045751633987,12.5,0.13018871784571148,83.33333333333334,38.4,HIGH RISK - No raise in 24+ months
Nestaway,Consumer Internet,Bengaluru,44050000.0,4,Private Equity,2016-04-15,45.6,25.490196078431367,50.0,1.0240737537684985,83.33333333333334,38.3,HIGH RISK - No raise in 24+ months
Mypetrolpump,Retail,Bengaluru,1600000.0,1,Other,2019-08-01,5.5,91.01307189542484,12.5,0.03719677652734614,16.666666666666664,38.3,WEAK
Aahaa Stores,eCommece,Chennai,1000000.0,1,Private Equity,2017-09-01,28.8,52.94117647058824,12.5,0.02324798532959134,83.33333333333334,38.3,HIGH RISK - No raise in 24+ months
Latestone,eCommerce,Hyderabad,6350000.0,2,Private Equity,2017-03-15,34.5,43.627450980392155,25.0,0.147624706842905,83.33333333333334,38.2,HIGH RISK - No raise in 24+ months
Vyomo,Consumer Internet,Delhi,17000000.0,4,Private Equity,2016-04-15,45.6,25.490196078431367,50.0,0.3952157506030528,83.33333333333334,38.2,HIGH RISK - No raise in 24+ months
Agrostar,Technology,Pune,14000000.0,2,Private Equity,2017-03-07,34.7,43.30065359477124,25.0,0.3254717946142787,83.33333333333334,38.1,HIGH RISK - No raise in 24+ months
Creditmantri,Consumer Internet,Chennai,10100000.0,2,Private Equity,2017-03-02,34.9,42.97385620915033,25.0,0.23480465182887253,83.33333333333334,38.0,HIGH RISK - No raise in 24+ months
Celes Care,Consumer Internet,Hyderabad,2500000.0,2,Private Equity,2017-03-02,34.9,42.97385620915033,25.0,0.05811996332397834,83.33333333333334,38.0,HIGH RISK - No raise in 24+ months
Magicpin,Consumer Internet,Gurgaon,17600000.0,4,Other,2018-03-08,22.5,63.235294117647065,50.0,0.4091645418008076,16.666666666666664,38.0,MEDIUM RISK - No raise in 18+ months
Moong Labs,Technology,Delhi,0.0,1,Private Equity,2017-08-11,29.5,51.79738562091504,12.5,0.0,83.33333333333334,37.9,HIGH RISK - No raise in 24+ months
Stayabode,Consumer Internet,Bengaluru,0.0,1,Private Equity,2017-08-10,29.5,51.79738562091504,12.5,0.0,83.33333333333334,37.9,HIGH RISK - No raise in 24+ months
Board Infinity,EdTech,Chembur,319605.0,1,Other,2019-07-08,6.3,89.70588235294117,12.5,0.007430172351264039,16.666666666666664,37.9,WEAK
Ccavenue,Consumer Internet,Mumbai,31300000.0,2,Private Equity,2017-02-14,35.4,42.156862745098046,25.0,0.7276619408162089,83.33333333333334,37.8,HIGH RISK - No raise in 24+ months
Atlan,Information Technology,Singapore,2500000.0,1,Pre-Series A,2019-07-02,6.5,89.37908496732027,12.5,0.05811996332397834,16.666666666666664,37.8,WEAK
Fab Hotels,Consumer Internet,Delhi,25000000.0,1,Private Equity,2017-07-26,30.0,50.98039215686275,12.5,0.5811996332397835,83.33333333333334,37.8,HIGH RISK - No raise in 24+ months
Lime Tray,Technology,Delhi,0.0,1,Private Equity,2017-08-04,29.7,51.47058823529412,12.5,0.0,83.33333333333334,37.8,HIGH RISK - No raise in 24+ months
Daalchini Technologies,Food and Beverage,Delhi,500000.0,1,Other,2019-07-04,6.4,89.54248366013071,12.5,0.01162399266479567,16.666666666666664,37.8,WEAK
Curatio,Healthcare,Chennai,0.0,1,Private Equity,2017-08-05,29.7,51.47058823529412,12.5,0.0,83.33333333333334,37.8,HIGH RISK - No raise in 24+ months
Wizcounsel,Compliance,Delhi,145000.0,1,Seed,2019-07-01,6.5,89.37908496732027,12.5,0.003370957872790744,16.666666666666664,37.7,WEAK
Chai Point,Consumer Internet,Bengaluru,0.0,1,Private Equity,2017-08-03,29.8,51.30718954248366,12.5,0.0,83.33333333333334,37.7,HIGH RISK - No raise in 24+ months
Townscript,Consumer Internet,Pune,0.0,2,Private Equity,2017-02-17,35.3,42.3202614379085,25.0,0.0,83.33333333333334,37.7,HIGH RISK - No raise in 24+ months
Yourstory,Consumer Internet,Bengaluru,3000000.0,2,Private Equity,2017-02-16,35.4,42.156862745098046,25.0,0.06974395598877402,83.33333333333334,37.7,HIGH RISK - No raise in 24+ months
Freshvnf,Agtech,Mumbai,140000000.0,1,Other,2019-05-28,7.7,87.41830065359477,12.5,3.254717946142787,16.666666666666664,37.7,WEAK
Ethinos,Technology,Mumbai,0.0,1,Private Equity,2017-08-02,29.8,51.30718954248366,12.5,0.0,83.33333333333334,37.7,HIGH RISK - No raise in 24+ months
Curefit,Healthcare,Bengaluru,72986000.0,4,Seed,2018-01-30,23.8,61.11111111111111,50.0,1.6967774572655532,16.666666666666664,37.6,MEDIUM RISK - No raise in 18+ months
Freecharge,Consumer Internet,Mumbai,137000000.0,2,Private Equity,2017-01-07,36.7,40.032679738562095,25.0,3.184973990154013,83.33333333333334,37.6,HIGH RISK - No raise in 24+ months
Travel Triangle,Consumer Internet,Noida,18000000.0,2,Private Equity,2017-02-07,35.7,41.666666666666664,25.0,0.4184637359326441,83.33333333333334,37.6,HIGH RISK - No raise in 24+ months
Mobiquest,Technology,Noida,0.0,1,Private Equity,2017-07-18,30.3,50.490196078431374,12.5,0.0,83.33333333333334,37.5,HIGH RISK - No raise in 24+ months
Iqlect,Technology,Bengaluru,4500000.0,3,Other,2018-07-25,17.9,70.75163398692811,37.5,0.10461593398316102,16.666666666666664,37.5,WEAK
Vayana,Technology,Pune,4000000.0,1,Private Equity,2017-07-17,30.3,50.490196078431374,12.5,0.09299194131836536,83.33333333333334,37.5,HIGH RISK - No raise in 24+ months
Heads Up For Tails,eCommerce,Delhi,3000000.0,2,Private Equity,2017-01-31,35.9,41.33986928104576,25.0,0.06974395598877402,83.33333333333334,37.4,HIGH RISK - No raise in 24+ months
Fabogo,Consumer Internet,Pune,2250000.0,1,Private Equity,2017-07-11,30.5,50.16339869281046,12.5,0.05230796699158051,83.33333333333334,37.4,HIGH RISK - No raise in 24+ months
Instasafe,Technology,Bengaluru,2200000.0,2,Private Equity,2017-01-25,36.1,41.01307189542484,25.0,0.05114556772510095,83.33333333333334,37.3,HIGH RISK - No raise in 24+ months
Autorox.Co,Technology,Hyderabad,3000000.0,1,Private Equity,2017-07-10,30.6,50.0,12.5,0.06974395598877402,83.33333333333334,37.3,HIGH RISK - No raise in 24+ months
Jumbotail,eCommerce,Bengaluru,8500000.0,1,Private Equity,2017-07-05,30.7,49.83660130718954,12.5,0.1976078753015264,83.33333333333334,37.3,HIGH RISK - No raise in 24+ months
Vogo Automotive Pvt. Ltd.,Transportation,Karnataka,3584000.0,1,Other,2019-06-08,7.3,88.0718954248366,12.5,0.08332077942125536,16.666666666666664,37.3,WEAK
Vdeliver,Logistics,Hyderabad,0.0,1,Private Equity,2017-07-12,30.5,50.16339869281046,12.5,0.0,83.33333333333334,37.3,HIGH RISK - No raise in 24+ months
Bolo App,Digital Media,Bengaluru,430200.0,1,Seed,2019-06-10,7.2,88.23529411764706,12.5,0.010001283288790193,16.666666666666664,37.3,WEAK
Cuemath,Technology,Delhi,19000000.0,2,Private Equity,2017-01-23,36.2,40.849673202614376,25.0,0.44171172126223546,83.33333333333334,37.3,HIGH RISK - No raise in 24+ months
Khel Now,Consumer Internet,Bengaluru,850000.0,2,Private Equity,2017-01-24,36.1,41.01307189542484,25.0,0.019760787530152635,83.33333333333334,37.3,HIGH RISK - No raise in 24+ months
Nowfloats,Consumer Internet,Hyderabad,10000000.0,2,Private Equity,2017-01-24,36.1,41.01307189542484,25.0,0.23247985329591336,83.33333333333334,37.3,HIGH RISK - No raise in 24+ months
Recykal,Waste Management Service,Hyderabad,26000000.0,1,Pre-Series A,2019-06-04,7.4,87.90849673202615,12.5,0.6044476185693748,16.666666666666664,37.3,WEAK
Betaout,Technology,Noida,1500000.0,2,Private Equity,2017-01-24,36.1,41.01307189542484,25.0,0.03487197799438701,83.33333333333334,37.3,HIGH RISK - No raise in 24+ months
